fsd_id,k1,k2,bv1,bv3,bv6,k7,k8_1,k8_2,k8_3,k8_4,k9_1,k9_2,k9_3,k9_4,k9_5,k9_6,k9_7,k9_8,k9_9,k9_10,k9_11,k9_12,k9_13,k9_14,k9_15,k9_16,k9_17,k9_18,k9_19,k9_20,k9_21,k9_22,k9_23,k9_24,k9_25,k9_26,k9_27,k9_28,k9_29,k9_30,k13,k14,k15,k16,k17,k18,k19,k20,k21_1,k21_2,k21_3,k21_4,k21_5,k21_6,k21_7,k21_8,k21_9,k22_1,k22_2,k22_3,k22_4,k22_5,k22_6,k22_7,k22_8,k22_9,k22_10,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k95_1,k95_2,k95_3,k95_4,k95_5,k95_6,k95_7,k95_8,k95_9,k95_10,k95_11,k95_12,k95_13,k95_14,k95_15,k95_16,k95_17,k95_18,height,weight,gender,age,BMI,BMI.factor,Social_wellbeing,Social_engagement,Mental_wellbeing,Emotional_wellbeing,Accomplishment,Pressure,EXhaustion
1427,2,2,17,24,0,NA,5,4,5,5,1,1,3,1,1,1,3,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,0,0,0,0,0,0,1,-1,0,-1,2,0,-1,0,0,1,3,2,0,0,0,0,1,0,0,2,1,2,2,1,2,2,2,2,2,2,2,6,4,1,6,6,1,6,1,1,1,6,6,6,6,1,1,6,4,160,55,Female,22-24,21.484374999999996,Normal weight,0.3135585128268932,-0.2609936544506863,-0.16257319570539744,-1.2835040422969444,0.8019081132098567,0.9219405189185719,0.840832568115678
1428,2,2,17,24,0,1,4,4,3,4,1,3,4,4,3,2,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,1,1,1,1,4,2,3,0,1,0,1,1,1,1,2,NA,NA,2,2,-1,1,1,1,0,0,0,0,0,1,2,3,2,1,2,2,3,2,3,2,1,2,2,3,2,1,3,2,1,1,3,6,3,2,3,4,4,6,1,5,4,1,180,67,Female,22-24,20.679012345679013,Normal weight,-0.059978395179253914,-0.1006378642647695,1.0198662792900441,-0.08066606439256511,0.1591633053491613,0.21855709230758447,-0.792310888741835
1429,2,2,17,24,0,2,4,4,5,4,3,1,2,1,2,1,1,2,1,3,2,1,2,1,2,3,1,1,2,1,3,1,3,3,1,1,3,1,1,1,4,2,0,0,1,0,1,0,-1,1,2,2,0,-1,-1,0,1,1,0,0,0,2,0,3,3,3,3,2,3,1,1,2,2,2,2,3,3,4,2,6,6,6,6,6,1,6,6,1,3,3,3,3,3,3,3,3,3,163,59,Female,22-24,22.20633068613798,Normal weight,2.0896021411201837,-1.748050699014922,-0.06198547833591696,0.10620439295912482,-0.32523479571262875,1.7206491008555713,2.0453561107257676
1430,1,2,17,24,0,2,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,-1,0,1,0,2,2,1,1,2,0,1,1,0,0,1,0,0,0,2,1,2,2,4,3,3,2,1,1,1,1,2,2,2,1,2,1,1,2,1,4,5,4,5,5,5,5,4,4,163,60,Female,19-21,22.582709172343712,Normal weight,-0.9505133922830694,-0.18587947514672531,-0.9346097739466269,1.5036488980388802,1.20925516293159,-1.1729031015726241,-0.27696960103947665
1431,2,2,17,24,0,2,4,1,2,2,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,4,3,3,4,4,1,1,5,0,0,0,0,0,0,1,-2,-1,-1,0,0,2,-2,-2,-2,4,1,4,3,2,3,4,4,4,4,3,4,2,3,3,4,4,4,4,3,3,4,4,6,5,4,6,6,5,5,4,2,3,1,2,2,2,2,1,2,161,88,Female,22-24,33.94930751128428,Obese,1.9887447202273572,1.9906337943599177,3.4033906276837556,2.3955966547141134,-1.3414149569810665,1.336515437901241,2.613652918898269
1432,1,2,17,24,0,1,4,3,4,4,2,2,3,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,3,1,2,2,2,2,2,4,2,0,0,0,0,0,0,1,0,1,2,0,2,-1,0,-1,1,1,2,1,0,0,2,2,2,0,2,2,2,2,3,1,2,2,2,1,1,2,4,3,2,1,2,5,4,2,2,2,2,2,2,3,2,4,4,3,165,85,Female,19-21,31.22130394857668,Obese,-0.7927723313323857,-0.45870900523527275,-0.1470236416372863,0.21501861940601485,-0.6395459097838153,-0.11980341184917757,0.3029519475678059
1433,1,1,17,24,0,1,5,5,5,5,2,1,3,2,3,1,1,2,1,3,1,1,2,1,2,1,1,2,1,1,1,1,2,4,1,4,2,1,1,1,3,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,3,1,0,0,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,5,6,5,5,6,5,6,5,5,178,79,Male,19-21,24.933720489837143,Normal weight,-1.0263011897019034,-0.34278474363127376,-0.3360881759391723,-0.5969124138985967,1.9368331350370216,-1.378589078145841,-0.9881262969528434
1434,NA,1,17,26,0,1,4,4,3,4,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,181,74,Male,NA,22.587833094227893,Normal weight,-0.9157030776182539,-0.283642384793124,-0.32511299129859145,-0.6374092552425737,-1.331490108048559,-0.6110443747458989,-0.12663457300673497
1435,5,1,17,26,0,NA,5,2,4,3,1,NA,2,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,2,2,1,NA,4,1,0,0,0,0,0,0,-2,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,3,1,2,2,2,2,2,2,2,1,1,2,6,6,6,3,6,3,3,6,5,2,4,5,4,3,4,3,2,1,173,76,Male,31-33,25.393431120318084,Overweight,-0.6909319391638262,-0.04008190545138865,-0.07145123342776166,-0.22669903397378643,-0.1761717254568871,1.330740989431538,2.4550991572572647
1436,1,1,17,26,0,NA,4,2,2,2,2,2,3,1,2,1,2,2,1,1,1,1,4,1,2,1,1,2,1,1,1,1,1,2,3,3,4,3,1,1,4,2,1,0,0,0,0,0,-1,-2,0,-1,-1,1,-2,-2,-2,2,4,4,1,0,1,0,2,4,1,2,2,2,2,3,3,2,2,3,3,3,3,4,5,5,2,6,6,4,5,1,2,2,2,2,2,2,2,2,2,174,70,Male,19-21,23.120623596247853,Normal weight,1.6917441430323321,-0.24880944715634717,0.9005253353695182,0.44058025057544004,-1.2565590044754518,0.32123765930232345,2.4964713546408457
1437,6,1,17,26,0,1,3,4,5,4,2,1,3,1,4,4,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,3,1,1,1,2,1,1,4,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2,2,1,1,5,1,2,2,4,2,2,1,3,3,5,3,2,2,1,1,1,3,170,75,Male,33+,25.95155709342561,Overweight,-0.42367482957992475,-0.3934266261653617,-1.1892774936216046,-0.18020422818642143,-1.0827850236340908,-0.2979581736857835,-0.04963032129564798
1438,NA,1,17,26,0,1,4,3,4,4,3,3,4,1,1,1,4,2,1,1,1,1,4,1,2,1,1,1,3,1,1,1,1,4,3,2,2,2,1,1,3,1,0,0,0,0,0,0,-2,-1,1,1,0,1,0,0,0,2,3,1,1,0,0,3,0,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,5,3,5,5,4,2,2,2,2,2,2,2,2,2,186,87,Male,NA,25.14741588622962,Overweight,0.29462520428406325,0.03922652716395502,-0.16209865316925703,-0.06513802698670933,-1.2833681655653393,0.8290230717267388,1.8173849138409373
1439,4,1,17,26,0,2,5,3,4,4,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,3,3,3,1,1,1,1,2,2,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,2,1,1,1,0,2,0,0,0,2,2,2,2,3,2,2,2,1,3,2,2,3,2,3,5,3,2,6,2,4,2,2,3,2,2,1,1,1,3,180,75,Male,28-30,23.148148148148145,Normal weight,0.42435101968612987,-0.18090816939751148,-0.5048680682738704,0.16630895719411554,-1.4098989361162257,1.0067663728832152,0.17527109264778787
1440,3,1,17,26,0,2,4,4,5,4,1,2,4,1,2,3,2,1,1,1,3,2,2,2,1,2,1,2,1,1,1,1,2,4,2,3,3,3,2,1,3,1,3,0,0,1,1,0,-1,-2,-2,-2,0,1,NA,2,2,1,1,0,2,1,1,4,2,4,3,3,4,2,3,3,1,2,2,2,2,4,3,5,3,4,6,3,1,4,5,6,6,5,4,4,2,1,4,1,3,178,90,Male,25-27,28.40550435551067,Overweight,1.3893987201429205,1.025967632367408,0.6963738991649975,0.14024095901660374,0.04432686392894941,1.539522043499265,0.42531856784933736
1441,5,NA,17,26,0,1,4,4,3,3,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,NA,0,0,0,0,0,0,-1,0,-1,0,2,0,-1,-1,-1,1,2,NA,1,0,0,1,0,0,0,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,4,4,4,4,4,3,3,3,3,NA,NA,NA,31-33,NA,NA,-1.0605165834185533,-1.141839756260988,-0.4129112487953769,-1.076062306356934,0.2260991560712148,-1.5350293689366137,-0.6080097636110375
1442,1,1,17,26,0,1,4,4,4,4,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,1,1,1,4,5,1,3,4,3,3,3,1,3,2,3,187,80,Male,19-21,22.877405702193368,Normal weight,0.327808808475183,-0.28999860275991945,-0.20513497068612987,-0.28587647710536335,-0.5547295318384203,0.04000011371042711,-0.18006059752893633
1443,2,1,17,26,0,1,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,0,0,1,0,1,-1,2,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,2,5,2,2,1,4,1,1,1,1,4,3,2,4,3,3,1,1,2,182,92,Male,22-24,27.77442337881898,Overweight,-0.8770268976939345,-0.28238772208049734,-0.34611386022725293,-0.2617409522054712,-0.6932012538106557,-1.2417886960809905,0.3738908473020789
1444,4,1,17,26,0,1,4,4,4,4,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,3,2,2,3,5,3,4,4,3,4,3,3,176,75,Male,28-30,24.212293388429753,Normal weight,-1.0196782375317004,-2.2619190529893336,-1.957034059129744,-1.524114705023073,0.22624515955798355,-0.11548699501929334,-0.29159006168457163
1445,2,2,17,28,0,1,4,4,4,4,2,1,2,NA,3,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,0,0,NA,0,1,2,2,2,1,-1,NA,1,0,1,0,0,0,1,1,0,0,2,1,2,1,2,1,2,2,1,1,1,1,2,3,3,1,4,4,3,2,2,3,3,3,3,3,3,3,3,3,160,70,Female,22-24,27.343749999999996,Overweight,-1.1201824511383467,-1.3701910664935604,-1.2312964182283215,-0.6084457750937733,-0.31228271470583485,-0.5675222829869657,1.0047268466192822
1446,2,2,17,28,0,1,3,3,4,3,2,1,3,2,2,4,1,3,1,3,2,3,1,1,1,1,1,3,3,1,2,2,1,3,4,4,2,2,2,1,3,2,3,0,1,0,1,1,2,1,1,1,1,1,0,1,1,3,1,1,0,2,1,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,4,4,6,6,3,5,6,6,6,3,4,2,2,3,2,4,3,2,162,67,Female,22-24,25.529644871208653,Overweight,0.3316283383246169,-0.6268632443909194,-0.45772717277276614,-0.3414133095651402,-0.5379594155568289,2.4959907133047734,1.0620836810876004
1447,NA,2,17,28,0,2,2,4,4,3,2,1,1,1,3,NA,1,2,NA,1,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,5,2,0,0,1,0,0,0,-1,0,1,-1,0,1,2,0,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,3,2,2,2,1,2,1,2,4,2,2,2,1,1,2,2,5,3,5,4,4,5,3,4,4,3,162,101,Female,NA,38.48498704465782,Obese,-0.5225299438374403,-0.2589619393002284,-0.43522151746103643,0.380416253244141,0.5419904633569064,0.10583568259745241,-0.8078907938527851
1448,NA,2,17,28,0,1,4,4,4,4,2,NA,1,1,3,3,3,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4,0,0,0,2,0,0,0,2,2,2,2,3,1,2,2,1,1,1,1,2,2,3,3,2,2,4,1,3,4,5,5,5,4,4,5,5,5,164,56,Female,NA,20.820939916716245,Normal weight,-1.084978294634025,-0.3917069804072114,-1.35391708884592,0.2315853195227895,1.274302639625125,0.1268556900110679,-0.18439147574493794
1449,NA,2,17,28,0,1,4,5,5,5,1,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,2,0,1,2,1,2,1,1,1,0,0,1,0,0,0,1,0,0,0,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,6,4,5,4,5,4,4,172,70,Female,NA,23.661438615467823,Normal weight,-1.1035255239897355,-0.8010176410693314,-1.3445820320811097,-1.2707446471258501,1.174089553111324,-0.579671560231027,-0.20618772531753957
1450,4,2,17,28,0,1,4,4,4,4,NA,1,1,NA,NA,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,2,1,2,1,0,0,1,0,1,2,2,3,3,2,2,3,2,3,2,2,1,2,3,1,1,1,1,1,2,1,1,3,5,4,4,5,4,5,5,5,167,55,Female,28-30,19.721036967980208,Normal weight,-0.027295556849559147,0.5527245670271087,0.07331810208287896,0.5975484987323815,1.0214943806772152,-0.9049508616488056,-1.0994741402042063
1451,2,2,17,28,0,1,4,3,4,4,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,4,0,0,0,1,0,0,1,0,-1,-1,0,0,2,-1,-1,1,1,0,0,1,0,0,1,0,0,1,2,2,2,2,3,1,2,2,1,2,1,2,2,2,2,1,3,1,1,4,2,4,6,5,5,5,4,5,4,5,165,75,Female,22-24,27.548209366391188,Overweight,-0.6718042358454092,-0.31935896085100485,-0.42519583317295573,0.04524479155101557,1.4011850223995408,-0.8291855136048446,0.03463387784419502
1452,2,2,17,28,0,1,4,4,4,4,2,2,2,1,3,2,1,3,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,2,2,2,1,1,5,0,0,0,1,0,0,0,-1,0,1,0,1,1,1,0,0,1,1,3,0,1,0,2,1,1,0,3,3,3,2,3,3,2,2,2,2,1,2,4,3,3,4,5,1,5,3,1,2,5,3,2,4,3,2,3,3,154,58,Female,22-24,24.456063417102378,Normal weight,-0.08108551546727444,0.5148254442981233,-0.15779868853895546,1.384709378545737,-0.4476018655636193,0.6315428875044616,0.5710517719401558
1453,2,2,17,28,0,1,4,3,4,4,2,1,3,1,1,1,2,3,1,2,2,1,2,1,1,3,1,1,2,1,1,1,1,3,2,2,3,1,1,1,5,1,0,0,1,0,0,0,-2,1,1,0,1,2,2,-1,1,3,2,1,1,0,1,3,2,2,1,3,3,3,3,3,3,3,4,4,4,4,4,6,2,4,4,4,1,6,6,6,5,6,3,3,5,3,6,3,3,164,87,Female,22-24,32.34681737061273,Obese,2.877379647266722,2.3590633640990246,2.979639533756793,0.9979630372239772,0.7535845900279868,2.2539307082654783,0.060753727092281405
1454,2,1,17,28,0,1,3,3,5,4,2,1,2,1,4,3,4,3,1,2,1,1,4,1,3,2,1,2,1,1,1,1,1,4,3,2,1,2,1,1,3,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,0,0,1,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,5,3,2,4,2,3,2,2,2,2,2,2,2,2,180,80,Male,22-24,24.691358024691358,Normal weight,0.327808808475183,-0.28999860275991945,-0.20513497068612987,-0.28587647710536335,-1.1891755060313474,-0.2966567181659165,1.3231076109414266
1455,2,2,17,28,0,1,4,3,4,3,3,1,4,1,3,2,1,3,2,3,4,1,4,1,1,4,2,2,1,1,1,1,2,4,3,4,2,2,1,1,5,1,0,0,0,1,0,0,-2,1,2,1,1,2,0,-1,1,3,0,2,0,0,0,4,3,2,2,4,4,3,4,3,3,3,2,3,2,3,3,6,1,6,5,2,5,6,6,6,4,4,3,3,4,3,3,3,1,164,84,Female,22-24,31.231409875074366,Obese,1.2934553785970884,2.958565768992323,1.3467315373207784,1.5361757077568279,-0.1979941350966862,2.518033796103923,0.15261592861523374
1456,3,2,17,28,0,2,4,4,4,4,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,-1,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,1,0,2,2,2,NA,2,1,2,2,1,1,1,2,4,1,1,1,1,1,1,1,2,4,5,4,4,5,4,4,4,4,164,73,Female,25-27,27.141582391433676,Overweight,NA,NA,NA,NA,0.8285550808647555,-0.9612130346160106,-1.0367963471828727
1457,3,2,17,28,0,NA,4,4,4,4,2,2,2,3,4,2,2,2,2,3,2,1,2,1,1,1,1,1,4,2,1,1,1,1,2,2,1,2,1,1,3,1,0,0,0,0,0,0,1,-2,1,1,0,1,0,-1,0,2,0,1,1,0,0,3,2,1,2,2,4,3,2,3,2,3,3,2,3,1,2,3,2,3,2,2,2,5,4,3,3,4,2,3,4,2,3,3,2,160,56,Female,25-27,21.874999999999996,Normal weight,0.11562166745865227,0.6335557268626476,0.4131539808073785,1.6356322415384346,-0.42637039362785123,0.5421175019780949,-0.2570983986864096
1458,5,2,17,28,0,1,5,3,3,4,2,2,2,1,2,1,3,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,4,1,0,0,0,0,0,0,1,-1,1,0,0,-1,-1,-1,0,2,0,1,1,2,0,1,2,2,3,2,3,2,2,2,3,2,3,3,2,2,3,6,1,3,1,1,3,3,1,1,4,4,4,4,3,5,4,3,4,165,69,Female,31-33,25.344352617079892,Overweight,0.8041457138596768,0.041515698306422474,1.2233241253923979,0.46393341996786663,0.4795978179427012,-0.24201407646218376,-0.5279831282159997
1459,2,2,17,28,0,1,5,4,4,4,2,3,2,2,2,1,1,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4,1,1,0,0,0,0,0,NA,-1,-1,-1,1,1,NA,NA,NA,2,1,3,1,0,0,3,3,2,3,3,1,3,3,3,3,2,3,3,4,3,3,2,1,4,1,1,1,2,1,1,2,4,3,3,4,2,3,3,2,159,63,Female,22-24,24.919900320398717,Normal weight,2.0446643460394647,1.9457753098768242,1.1243367013511034,0.08653184213946527,-0.4543865347330931,-0.6606077405948433,-0.9578856914998406
1460,2,2,17,28,0,1,4,4,4,4,3,3,3,1,3,3,2,3,1,4,4,1,4,3,3,1,1,1,1,1,1,1,4,3,3,3,3,3,1,3,4,0,0,0,1,0,1,1,-1,1,2,2,1,NA,2,1,1,3,0,0,0,1,0,2,2,1,1,3,2,1,2,3,2,2,2,3,2,1,2,NA,4,4,2,2,2,6,4,3,2,3,1,1,1,1,1,1,1,166,67,Female,22-24,24.31412396574249,Normal weight,-0.06852688072091567,-0.569641330533845,-0.025721943504242978,1.098355106360481,NA,NA,NA
1461,3,1,17,28,0,1,4,4,4,4,3,1,3,1,4,2,1,1,2,3,1,1,2,1,2,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,-1,1,1,1,2,2,0,1,2,0,0,1,1,1,0,0,0,0,0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,176,72,Male,25-27,23.243801652892564,Normal weight,-0.20038832166530954,-0.4040810181128247,-0.1275625352163367,-0.6412458820936229,1.6151989608284865,-0.7105405967281804,-0.11119789508352758
1462,5,2,17,28,0,NA,4,5,4,4,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,-1,2,1,2,0,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,1,2,1,1,1,1,4,1,2,1,1,1,5,1,4,2,5,5,3,4,2,4,4,3,173,72,Female,31-33,24.0569347455645,Normal weight,-0.9408013368507816,0.4579006719950279,-1.641698785928065,-1.3559856630760936,0.11573022240840411,0.5204101521631288,-1.2090605524815337
1463,5,2,17,28,0,1,3,3,4,4,3,2,3,3,2,1,1,3,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,4,4,3,2,2,1,1,4,1,0,0,0,0,1,0,-1,0,1,0,0,1,-1,-2,-1,3,1,2,1,1,0,4,4,2,2,3,2,2,3,4,3,3,3,3,4,3,3,3,1,5,2,1,6,2,3,1,1,6,1,5,5,4,3,2,3,170,79,Female,31-33,27.33564013840831,Overweight,1.9292102062396712,1.564742877467798,1.4669060227012416,1.5568459640409298,0.10623303930543754,0.12015480640533799,-0.24160323271187142
1464,2,2,17,29,0,1,4,4,4,4,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,1,-1,-1,0,0,1,2,1,1,2,4,0,0,0,0,2,0,2,0,2,3,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,2,3,2,3,4,5,4,4,5,4,5,5,4,168,60,Female,22-24,21.258503401360546,Normal weight,-0.7639214877881291,-0.4458573572548639,-1.1427316113685535,0.17526613155554702,1.0490637872199595,0.004992531717016781,-0.5981409906913318
1465,1,2,17,29,0,1,5,3,5,3,2,1,3,1,2,1,1,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,1,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,3,0,0,0,0,0,0,1,0,1,3,4,1,2,4,2,3,3,1,1,1,2,6,3,5,6,3,4,6,6,6,2,5,3,3,3,2,3,2,3,170,57,Female,19-21,19.723183391003463,Normal weight,-1.015233875885992,-0.02633533124388255,0.24952220574566197,2.4824760174660048,-0.4417674208990018,2.6474720611045126,0.6315155497989204
1466,2,2,17,29,0,NA,5,5,5,5,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,2,3,0,0,0,0,0,2,-2,-2,0,1,1,1,0,0,3,1,3,3,2,0,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,1,1,3,3,3,4,4,3,4,3,2,4,4,3,160,60,Female,22-24,23.437499999999996,Normal weight,0.327808808475183,-0.28999860275991945,-0.20513497068612987,-0.28587647710536335,0.0954070413927944,0.1543532800472278,-0.5669176479019506
1467,6,2,17,42,0,1,4,4,5,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,5,2,0,0,0,0,0,0,0,0,1,1,1,-1,-2,-2,-1,1,0,1,0,0,0,1,1,0,0,2,1,2,2,3,1,2,NA,2,2,2,2,4,1,4,3,1,1,5,5,5,6,5,6,6,6,5,6,6,5,168,87,Female,33+,30.824829931972793,Obese,NA,NA,NA,NA,2.303081102393924,1.2524058038210655,-0.6318339893113355
1468,4,2,18,24,0,1,4,3,4,4,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,3,1,0,0,0,0,0,0,1,-1,1,1,1,2,2,1,1,2,0,0,1,1,0,2,1,1,3,2,3,2,2,2,3,2,2,3,1,2,2,3,4,6,5,5,6,4,6,3,2,2,2,2,2,2,2,2,2,162,60,Female,28-30,22.86236854138088,Normal weight,0.3947911849204948,-0.36769696288078413,0.04201066763279744,0.5947371154798639,-1.2520380592085554,1.1226620983776423,2.1170078853455028
1469,1,2,18,24,0,1,5,5,5,5,1,NA,NA,1,NA,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,0,0,-1,-1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,2,2,1,1,1,2,4,6,4,1,6,6,1,6,1,1,3,1,1,1,1,1,1,NA,169,82,Female,19-21,28.71047932495361,Overweight,-1.0405514853501932,-0.3137797953220406,-0.29352640095843985,-1.5945399790901775,NA,NA,NA
1470,NA,1,18,24,0,1,4,4,3,4,2,1,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,3,1,2,2,1,1,1,2,4,2,2,2,3,3,2,2,2,3,3,3,3,3,2,3,4,3,176,70,Male,NA,22.59814049586777,Normal weight,-1.0507270739779329,-0.3730443546531337,-0.35764908199124323,0.025046848255881524,-0.33852513562483966,-0.5780320615858995,0.22355254447447617
1471,2,1,18,24,0,1,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,3,1,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,2,1,2,1,2,1,3,4,4,4,1,5,5,1,3,5,4,3,2,1,2,4,1,174,73,Male,22-24,24.111507464658473,Normal weight,-0.61419474737826,-0.6183244797530195,-0.44667124463775765,-0.7974529207221167,-0.678873627226005,0.33185716549032973,0.6876556900565054
1472,NA,2,18,24,0,1,4,5,5,5,1,NA,1,1,2,NA,NA,2,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,0,0,2,-1,-1,-2,1,1,-1,-1,-1,2,1,1,3,0,0,3,1,1,1,2,2,2,2,2,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,168,80,Female,NA,28.344671201814062,Overweight,0.6161952419273886,-0.020135985956980698,1.25435067860914,-0.24690634476236123,NA,NA,NA
